id,name,age,prof_id
105673,Берек,45,266
105674,Артем,52,42
105675,Фаиза,83,132
105676,Виолетта,42,242
105677,Моисей,51,208
105678,Сарра,55,93
105679,Зиновий,64,151
105680,Тамара,31,36
105681,Жорж,94,220
105682,Таисия,37,140
105683,Георгий,52,122
105684,Гюзель,41,134
105685,Илларион,20,34
105686,Таисия,53,142
105687,Сима,78,22
105688,Израиль,60,175
105689,Виолетта,51,195
105690,Карл,42,200
105691,Геннадий,85,244
105692,Томила,76,158
105693,Кондрат,57,113
105694,Эмма,94,20
105695,"Вида, Видана",83,17
105696,Равиль,98,103
105697,Бенедикт,41,192
105698,Онисим,81,181
105699,Елизар,55,162
105700,Борислав,66,12
105701,Зинаида,18,283
105702,Томила,41,263
105703,Екатерина,78,155
105704,Андрей,72,299
105705,Илиан,67,266
105706,Тарас,69,97
105707,Автандил,72,220
105708,Елисей,84,159
105709,Белла,94,51
105710,Донатос,83,229
105711,Вероника,59,128
105712,Дебора,63,109
105713,Диодора,82,243
105714,Мирослав,89,111
105715,Вероника,42,97
105716,Илзе,58,49
105717,Афанасий,29,279
105718,Никон,76,47
105719,Аристарх,72,120
105720,Леонид,55,216
105721,Май,34,240
105722,Рудольф,81,78
105723,Джулия,84,143
105724,Ася,54,287
105725,Анна,38,219
105726,Раймонд,23,236
105727,Альберта,45,232
105728,Арам,69,225
105729,Моисей,65,258
105730,Мариан,40,296
105731,Фаддей,37,77
105732,Ефрем,73,43
105733,Тимур,47,191
105734,Михаил,58,58
105735,Ануфрий ,95,96
105736,Эдвард,48,49
105737,Кондрат,82,80
105738,Гордей,50,85
105739,Эмма,73,243
105740,Галина,48,173
105741,"Фаня, Фанни",79,213
105742,Тихон,98,298
105743,Аурелия,87,60
105744,Таисия,89,294
105745,Мануил,54,88
105746,Всеволод,58,36
105747,Анатолий,95,71
105748,Семен,90,151
105749,Ашот,92,44
105750,Онисим,78,220
105751,Веселина,19,213
105752,Никон,68,248
105753,Дана,92,124
105754,Анэля,99,93
105755,Нифонт,31,69
105756,Андоим,85,54
105757,Тихон,53,122
105758,Лев,89,151
105759,Георгина,76,288
105760,Ефим,94,13
105761,Устин,82,80
105762,Святослав,63,25
105763,Леван,93,100
105764,Никита,25,257
105765,Велизар,31,162
105766,Алико,57,39
105767,Исай,44,253
105768,Терентий,22,80
105769,Виталина,98,18
105770,Ярослава,31,192
105771,Моисей,91,150
105772,Анфиса,76,164
105773,Арам,38,89
105774,Бруно,94,60
105775,Рифат,62,43
105776,Элин,97,295
105777,Амадеус,65,92
105778,Рудольф,97,150
105779,Ждан,64,216
105780,Кондрат,64,146
105781,Аристарх,65,186
105782,Стакрат,85,137
105783,Стивен,84,79
105784,Чеслава,84,249
105785,Людвиг,33,246
105786,Беатриса,60,194
105787,Исай,72,267
105788,Гражина,100,151
105789,Демид ,32,181
105790,Раис,45,51
105791,Беатриса,39,273
105792,Иветта,20,135
105793,Витаутас,61,13
105794,Ясон,43,204
105795,Фелиция,55,244
105796,Таисия,27,18
105797,Елизар,29,176
105798,Ева,76,131
105799,Зигмунд,65,173
105800,Агата,43,269
105801,Изольда,41,233
105802,Иржи,26,246
105803,Исай,37,60
105804,Ядвига,92,2
105805,Альберт,71,298
105806,Александра,20,158
105807,Ольга,32,66
105808,Цветана,96,119
105809,Иван,21,137
105810,Северина,30,93
105811,Зиновий,46,215
105812,Григорий,96,194
105813,Платон,87,270
105814,Клим ,90,245
105815,Эраст,62,116
105816,Ольга,22,209
105817,Дайна,33,268
105818,Фаина,35,241
105819,Елена,86,120
105820,Лука,61,230
105821,Эмма,94,15
105822,Борис,94,29
105823,Франсуаза,73,47
105824,Клод,67,298
105825,Август,43,297
105826,Стакрат,80,259
105827,Артем,86,34
105828,Рашид,71,226
105829,Демьян ,27,240
105830,Савва,47,8
105831,Глеб,67,26
105832,Афанасий,40,243
105833,Христос,70,152
105834,Назарий,63,92
105835,Нисон,39,170
105836,Емельян,27,10
105837,Ричард,23,23
105838,Фая,59,212
105839,Генрих,25,19
105840,Фридрих,50,113
105841,Эдда,36,272
105842,Ефим,68,22
105843,Веста,71,16
105844,Руслан,49,167
105845,Анатолий,91,267
105846,Амаяк,28,153
105847,Терентий,51,4
105848,Родион,58,224
105849,Максимилиан,46,86
105850,Дарья,64,162
105851,Злата,21,124
105852,Тит,47,28
105853,"Анжела, Анжелика",100,103
105854,Руслан,32,155
105855,Франц,84,25
105856,Захария,95,82
105857,Кузьма,23,65
105858,Аврора,98,243
105859,Градимир,82,25
105860,Леонтий,81,212
105861,Фрида,92,242
105862,Леван,63,268
105863,Фридрих,67,181
105864,Янита,66,12
105865,Арно,81,102
105866,Гюзель,99,15
105867,Ростислав,62,116
105868,Гурий,87,280
105869,Леван,39,262
105870,Юрий,32,241
105871,Демид ,84,159
105872,Веста,59,14
105873,Архелия,30,122
105874,Ванда,20,221
105875,Мадлен,96,19
105876,Франц,69,237
105877,Захар,64,160
105878,Береслава,91,14
105879,Вероника,24,279
105880,Владислав,51,218
105881,Берек,54,149
105882,Парамон,46,149
105883,Анна,89,256
105884,Беатриса,28,54
105885,Ратмир,18,294
105886,Доминика,21,49
105887,Гертруда,51,25
105888,Ираклий,95,247
105889,Эдда,92,258
105890,Борислава,27,266
105891,Григорий,78,58
105892,Володар,31,72
105893,Сабина,32,287
105894,Виктория,69,238
105895,Эраст,76,207
105896,Валентин,86,135
105897,Макар,92,84
105898,Дмитрий,52,119
105899,Архелия,63,40
105900,Джемма,27,154
105901,Тамара,82,12
105902,Гелла,55,297
105903,Рифат,52,54
105904,Эмилия,70,40
105905,Евстафий,94,31
105906,Андрей,26,15
105907,Стелла,58,279
105908,Онисим,75,173
105909,Ануфрий ,99,121
105910,Олег,77,175
105911,Карл,77,84
105912,"Арсен, Арсений",31,146
105913,Володар,26,2
105914,Глория,24,70
105915,Андоим,81,183
105916,Хильда,53,30
105917,"Фаня, Фанни",68,50
105918,Давид,64,294
105919,Мирослав,19,287
105920,Яков,74,223
105921,Джулия,41,11
105922,Ванда,19,10
105923,Адель,41,221
105924,Гаянэ,32,21
105925,Казимир,40,108
105926,"Арсен, Арсений",78,123
105927,Фридрих,95,208
105928,Тала,88,206
105929,Никифор,49,287
105930,Дарья,64,226
105931,Осип,44,81
105932,Зиновий,80,233
105933,Рем,59,64
105934,Дана,52,38
105935,Адам,28,207
105936,Савва,35,130
105937,Биргит,90,62
105938,Осип,29,87
105939,Ион,38,163
105940,Равиль,96,259
105941,Муслим,77,188
105942,Эдуард,40,279
105943,Муслим,64,290
105944,Тит,71,50
105945,Элоиза,46,234
105946,Адис,18,215
105947,Мануил,45,1
105948,Володар,20,15
105949,Максим,68,255
105950,Берек,65,293
105951,Сарра,82,264
105952,Казимир,77,234
105953,Евдокия,78,17
105954,Яким,53,44
105955,Эльмира,56,299
105956,Беатриса,85,241
105957,Демид ,65,162
105958,Савел,20,9
105959,Амелия (Амалия),41,80
105960,Антонина,20,135
105961,Ахмет,27,228
105962,Август,43,48
105963,Цветана,24,69
105964,Данута,38,72
105965,Игорь,57,1
105966,Нисон,57,100
105967,Милан,82,256
105968,Вальтер,38,261
105969,Назарий,59,239
105970,Яромир,69,210
105971,Юзефа,82,277
105972,Фрида,98,273
105973,Бежен ,69,204
105974,Карен,41,71
105975,Ратмир,57,277
105976,Ангел,45,67
105977,Анэля,86,175
105978,Изольда,24,171
105979,Анита,27,215
105980,Рафаил,49,202
105981,Эльмира,79,297
105982,Боголюб,19,43
105983,Ангелина,66,273
105984,Рем,97,201
105985,Снежана,46,4
105986,Ануфрий ,24,187
105987,Зиновий,63,64
105988,"Арсен, Арсений",100,34
105989,Рубен,93,19
105990,Серафим,55,25
105991,Трофим,92,284
105992,Оскар,70,232
105993,Архелия,84,255
105994,Юзефа,69,221
105995,Леван,82,76
105996,Эллада,71,13
105997,Талик,36,120
105998,Эммануил,41,109
105999,Владислав,34,188
106000,Ратмир,23,22
106001,Рафаил,29,135
106002,Арон,86,243
106003,Джульетта,52,140
106004,Гелена,92,122
106005,Давид,66,165
106006,Филимон,43,94
106007,Вероника,61,139
106008,Казимир,35,186
106009,Олан,40,252
106010,Юстина,73,195
106011,Таисия,90,151
106012,Станислава,94,234
106013,Аникита,62,122
106014,Анэля,51,165
106015,Веста,44,248
106016,Снежана,90,227
106017,Евгения,87,138
106018,Арина,31,74
106019,Артемий,98,182
106020,Антон,52,212
106021,Таира,32,118
106022,Роберт,61,257
106023,Северин,63,258
106024,Харитон,46,256
106025,Эдита,26,214
106026,Фаина,61,234
106027,Клавдий,72,151
106028,Борислав,51,13
106029,Иосиф,41,172
106030,Эльга,18,38
106031,Мариан,35,127
106032,Семен,94,10
106033,Элин,52,181
106034,Христос,21,142
106035,Алевтина,67,282
106036,Иннокентий,43,168
106037,Эльмира,50,238
106038,Измаил,77,91
106039,Павел,41,166
106040,Ренольд,94,136
106041,Христина,84,236
106042,Платон,65,165
106043,Зара,98,209
106044,Сарра,49,129
106045,Амелия (Амалия),56,125
106046,Станислава,62,259
106047,Дарья,53,247
106048,Христос,88,102
106049,Бруно,89,196
106050,Матвей,34,191
106051,Моисей,19,260
106052,Никита,47,48
106053,Святослав,32,10
106054,Семен,54,117
106055,Ева,91,185
106056,Инесса,82,108
106057,Самсон,68,163
106058,Станислав,85,127
106059,Кондрат,75,178
106060,Емельян,76,14
106061,Амадей,20,30
106062,Марк,78,51
106063,Альбина,54,204
106064,Симона,72,2
106065,Вильгельм,38,186
106066,Аскольд,71,165
106067,Алексей,36,135
106068,Земфира,53,145
106069,Хильда,46,111
106070,Виктория,26,22
106071,Савел,56,212
106072,Аврора,93,31
106073,Тамара,78,252
106074,Мичлов,56,155
106075,Анэля,97,68
106076,"Фаня, Фанни",79,105
106077,Максимилиан,21,245
106078,Фая,50,279
106079,Доминика,42,32
106080,Ануфрий ,92,228
106081,Эллада,19,155
106082,"Сильва, Сильвия",63,175
106083,Стелла,45,119
106084,Дональд,30,138
106085,Аникита,47,34
106086,Кузьма,34,298
106087,Венедикт,66,79
106088,Евдоким,93,189
106089,Людвиг,38,172
106090,Леопольд,20,13
106091,Ричард,39,130
106092,Бенедикт,70,38
106093,Рустам,61,284
106094,Христофор,87,105
106095,Илья,22,57
106096,Аида,75,19
106097,Тигрий,100,270
106098,Исай,92,93
106099,Гелла,73,96
106100,Валерий,68,190
106101,Орест,93,148
106102,Парамон,59,36
106103,Орест,88,238
106104,Алико,70,147
106105,Алексей,79,194
106106,Чеслава,49,43
106107,Тереза,72,101
106108,Джулия,72,154
106109,Прохор,92,261
106110,Глеб,96,266
106111,Людвиг,74,48
106112,Стефания,85,237
106113,Стелла,98,265
106114,Любомир,68,177
106115,Фридрих,71,255
106116,Измаил,18,121
106117,Адам,43,120
106118,Илларион,60,167
106119,Эльмира,54,292
106120,Назар,95,153
106121,Парамон,46,277
106122,Арнольд,25,297
106123,Павел,70,274
106124,Агния,67,53
106125,Вениамин,45,76
106126,Юлия,89,89
106127,Ким,65,242
106128,Гюзель,88,82
106129,Афанасий,37,272
106130,Эрнест,58,66
106131,Иосиф,93,144
106132,Агнесса,90,53
106133,Эсмеральда,60,58
106134,Адис,75,253
106135,Архелия,50,73
106136,Фридрих,19,210
106137,Юна,54,170
106138,Сократ,35,163
106139,Герасим,35,294
106140,Равиль,33,135
106141,Орест,97,98
106142,Игнат,31,21
106143,Белла,75,60
106144,Эллада,28,252
106145,Ярослава,35,103
106146,Рафик,64,245
106147,Мануил,40,266
106148,Рафаил,72,89
106149,Цветана,95,59
106150,Флора,99,95
106151,Фаина,80,163
106152,Генрих,42,57
106153,Юстина,37,11
106154,Игнат,18,290
106155,Герман,68,72
106156,Ион,23,295
106157,Святослав,57,144
106158,Тигран,60,277
106159,Адриан,100,163
106160,Зинаида,100,85
106161,Донат,51,12
106162,Динара,54,225
106163,Тимофей,44,191
106164,Инга,20,271
106165,Азарий,22,181
106166,Изабелла,92,288
106167,Аурелия,59,204
106168,Ефим,77,186
106169,Ефрем,42,274
106170,Натан,84,60
106171,Борислав,66,40
106172,Яна,25,95
106173,Николай,70,291
106174,Стефания,81,15
106175,Ерофей,90,152
106176,Валентин,30,144
106177,Леонид,23,12
106178,Кирилл,38,122
106179,Аристарх,79,22
106180,"Фаня, Фанни",86,84
106181,Ерофей,95,201
106182,Ефимий,99,134
106183,Флора,29,50
106184,Ева,47,145
106185,Алана,81,220
106186,Степан,95,141
106187,Азарий,87,13
106188,Эммануил,23,218
106189,Гражина,77,219
106190,Спартак,77,44
106191,Илиан,48,41
106192,Тельман,60,164
106193,Борис,49,82
106194,Аза,56,120
106195,Ангел,97,45
106196,Альберта,88,61
106197,Евдокия,79,272
106198,Василий,46,110
106199,Алико,86,147
106200,Платон,51,283
106201,Динара,51,5
106202,Эльдар,80,42
106203,Веста,82,288
106204,Юлиан,60,145
106205,Израиль,95,254
106206,Елисей,39,142
106207,Виталий,73,208
106208,Стакрат,80,252
106209,Анисья,32,127
106210,Юна,82,90
106211,Сима,76,31
106212,Арий,57,165
106213,Эльдар,34,212
106214,Злата,66,238
106215,Василиса,20,65
106216,Иржи,37,126
106217,Аркадий,60,269
106218,Илья,23,176
106219,Феодосий,82,187
106220,Михаил,43,243
106221,Всеволод,83,90
106222,"Сильва, Сильвия",85,61
106223,Валерий,26,290
106224,Родион,68,61
106225,Рифат,46,296
106226,Любомир,88,46
106227,Тибор,100,28
106228,Иржи,21,83
106229,Гордей,90,258
106230,Савел,21,107
106231,"Ульяна, Юлиана",81,23
106232,Элоиза,55,2
106233,Прохор,76,160
106234,Эмма,72,180
106235,Константин,24,139
106236,Муслим,53,220
106237,Юхим,78,83
106238,Ким,46,26
106239,Злата,72,220
106240,Георгий,69,142
106241,Элоиза,71,252
106242,Генрих,89,118
106243,Муслим,99,296
106244,Ванда,19,83
106245,Сократ,46,210
106246,Вячеслав,44,103
106247,Ада,22,133
106248,Елисей,50,297
106249,Гурий,54,119
106250,Гавриил,67,216
106251,Франц,69,122
106252,Франсуаза,100,72
106253,Гертруда,43,156
106254,Матвей,50,8
106255,Элла,57,8
106256,Эллада,85,176
106257,Измаил,85,99
106258,Раймонд,52,94
106259,Вероника,33,168
106260,Володар,51,263
106261,Эммануил,76,7
106262,Болеслав,20,76
106263,Исай,87,212
106264,Аида,69,218
106265,Стакрат,75,138
106266,Муслим,70,141
106267,Анисья,33,198
106268,Флорентий,86,236
106269,Алиса,20,22
106270,Глеб,62,212
106271,Борис,21,104
106272,Ждан,88,90
106273,Агнесса,35,278
106274,Филимон,67,157
106275,Эммануил,96,238
106276,Тамара,91,31
106277,Ростислав,25,163
106278,Казимир,26,102
106279,Татьяна,53,78
106280,Геннадий,44,89
106281,Демьян ,100,9
106282,Иосиф,47,99
106283,Эдита,45,160
106284,Евграф,73,200
106285,"Вида, Видана",65,245
106286,Борислава,49,116
106287,Евстафий,91,213
106288,Абрам,22,55
106289,Вадим,18,184
106290,Генрих,54,121
106291,Аурелия,46,268
106292,Виктория,68,42
106293,Рифат,86,125
106294,Велизар,20,182
106295,Вячеслав,61,6
106296,Архелия,85,95
106297,Аваз,99,241
106298,Артур,76,135
106299,Эмма,42,135
106300,Гера,52,233
106301,Евстафий,19,141
106302,Тамаз,21,129
106303,Эрика,68,277
106304,Дорофей,97,181
106305,Жорж,98,261
106306,Иветта,71,76
106307,Велизар,70,229
106308,Тигрий,77,236
106309,Фаиза,72,60
106310,Иван,39,78
106311,Цветана,57,224
106312,Наум,47,191
106313,Альфред,98,195
106314,Эльдар,71,39
106315,Давид,48,253
106316,Сарра,73,249
106317,Тамара,24,6
106318,Беатриса,22,82
106319,Сергей,45,41
106320,Христос,68,167
106321,Вера,49,133
106322,Мечеслав,49,281
106323,Амадеус,31,197
106324,Рудольф,21,284
106325,Эдита,30,30
106326,Фаина,59,203
106327,Дональд,85,7
106328,Евдокия,78,240
106329,Иоанна,30,260
106330,Игорь,71,210
106331,Элеонора,94,124
106332,Кирилл,69,121
106333,Доминика,37,100
106334,Элеонора,39,290
106335,Алико,32,187
106336,Анфиса,97,11
106337,Рудольф,79,167
106338,Владимир,98,205
106339,Адриан,78,273
106340,Равиль,73,6
106341,Мечеслав,25,230
106342,Лазарь,77,175
106343,Равиль,59,187
106344,"Сильва, Сильвия",34,192
106345,Раис,96,89
106346,Степан,37,75
106347,Ратмир,58,69
106348,Василий,80,46
106349,Флорентий,95,5
106350,Евгений,80,182
106351,Аврора,69,67
106352,Амадеус,53,122
106353,Иннокентий,95,113
106354,Геннадий,100,2
106355,Аврора,65,26
106356,Жорж,63,264
106357,Томила,25,7
106358,Ефрем,36,91
106359,Фаиза,66,14
106360,Феликс,70,141
106361,Иоанна,29,198
106362,Динара,89,233
106363,Мануил,100,103
106364,Христофор,50,24
106365,Джемма,87,236
106366,Демьян ,55,86
106367,Виктория,86,243
106368,Даниил,96,145
106369,Алиса,56,273
106370,Николай,29,140
106371,Санта,95,180
106372,Тит,79,62
106373,Альберт,87,51
106374,Юлиан,72,287
106375,Леонард,28,110
106376,Антонина,94,68
106377,Алексей,87,13
106378,Антон,28,218
106379,Адриан,52,85
106380,Адриан,40,196
106381,Савел,76,197
106382,Аникита,32,292
106383,Аза,86,113
106384,Кондрат,69,83
106385,Алевтина,64,221
106386,Елизар,42,83
106387,Вера,90,114
106388,Роберт,72,129
106389,Севастьян,97,289
106390,Инесса,20,111
106391,Елисей,35,145
106392,Стивен,90,144
106393,Константин,80,250
106394,Боголюб,49,173
106395,Данута,56,112
106396,Родион,56,257
106397,Ашот,22,90
106398,Нифонт,23,120
106399,Рашид,38,138
106400,Трифон,41,293
106401,Вячеслав,51,210
106402,Мануил,88,269
106403,Константин,30,286
106404,Евграф,24,109
106405,Агния,47,278
106406,Христофор,48,226
106407,Сима,32,221
106408,Анна,66,174
106409,Вениамин,98,290
106410,Бонифаций,92,280
106411,Градимир,76,282
106412,Оскар,35,55
106413,Моисей,59,179
106414,Витольд,34,238
106415,Руслан,57,19
106416,Яков,57,101
106417,Дебора,95,114
106418,Олег,70,157
106419,Мирон,75,100
106420,Петр,56,51
106421,Соломон,53,245
106422,Сима,56,127
106423,Вера,88,240
106424,Фелиция,64,88
106425,Станислава,80,233
106426,Ангел,71,116
106427,Артемий,24,262
106428,Элла,79,217
106429,Яромир,98,283
106430,Эмма,36,151
106431,Назарий,64,95
106432,Дарья,45,263
106433,Альберта,76,264
106434,Гаянэ,61,266
106435,Герман,19,143
106436,Ануфрий ,69,175
106437,Алла,59,116
106438,Ольга,60,129
106439,Велизар,45,53
106440,Инесса,33,4
106441,Моисей,96,56
106442,Мичлов,33,123
106443,Наум,95,105
106444,Елисей,65,21
106445,Аида,78,56
106446,Эммануил,61,298
106447,Болеслав,45,67
106448,Валерий,68,82
106449,Анастасия,24,58
106450,Матвей,74,96
106451,Юлиан,79,256
106452,Христос,36,275
106453,Джемма,59,267
106454,Тельман,24,272
106455,Божена,34,38
106456,Всеволод,59,226
106457,Доминика,33,280
106458,Ричард,36,157
106459,Устина,94,206
106460,Леван,68,183
106461,Тигрий,43,218
106462,Натан,68,21
106463,Инесса,84,199
106464,Автандил,25,274
106465,Михаил,80,95
106466,Изольда,69,45
106467,Витольд,81,187
106468,Гелла,69,257
106469,Зиновий,91,190
106470,Эрика,63,210
106471,Август,20,238
106472,Юна,50,201
106473,Стоян,70,177
106474,Любомир,61,213
106475,Бернар,27,245
106476,Самсон,90,94
106477,Жанна,31,68
106478,Дионисия,67,128
106479,Амаяк,37,17
106480,Береслава,98,61
106481,Виктор,36,193
106482,Диодора,63,97
106483,Исай,95,204
106484,Дмитрий,65,291
106485,Боян,69,126
106486,Вероника,65,75
106487,Родион,83,26
106488,Ерофей,62,194
106489,Виссарион,58,189
106490,Жанна,66,146
106491,Стивен,49,113
106492,Иоланта,100,68
106493,Болеслав,100,240
106494,Доминика,97,2
106495,Иосиф,48,7
106496,Фаддей,100,166
106497,Ричард,87,266
106498,Николай,41,273
106499,Ольга,94,270
106500,Гарри,75,184
106501,Анисья,74,190
106502,Биргит,60,128
106503,Макар,23,247
106504,Гелена,55,214
106505,Сабина,21,125
106506,Стоян,77,233
106507,Орест,42,168
106508,Ираклий,98,167
106509,Дебора,25,250
106510,Снежана,71,261
106511,Гражина,60,160
106512,Стакрат,36,15
106513,Христос,39,91
106514,Северина,58,88
106515,Ричард,70,224
106516,Витольд,36,97
106517,Май,22,19
106518,Валентин,82,128
106519,Лев,54,90
106520,Игнат,45,120
106521,Афанасий,52,164
106522,Яромир,64,219
106523,Христина,88,177
106524,Бруно,70,183
106525,Агния,99,217
106526,Юлия,68,72
106527,Клемент,51,12
106528,Христина,31,111
106529,Тихон,68,104
106530,Эльга,62,114
106531,Тихон,52,9
106532,Эмилия,26,270
106533,Изабелла,28,229
106534,Инесса,58,34
106535,Берек,99,282
106536,Аза,53,103
106537,Герман,88,257
106538,Сократ,34,170
106539,Анфиса,33,250
106540,Дарья,98,182
106541,Иван,28,81
106542,Люсьен,90,90
106543,Джемма,58,287
106544,Моисей,93,212
106545,Варвара,81,62
106546,Олесь,76,39
106547,Юнона,55,50
106548,Тамара,46,49
106549,Арнольд,35,254
106550,Роберт,30,67
106551,Гюзель,65,162
106552,Захар,46,237
106553,Юхим,63,207
106554,Дана,81,169
106555,Стефания,71,130
106556,Томила,90,45
106557,Варвара,40,14
106558,Федор,25,259
106559,Фидель,23,276
106560,Виолетта,34,14
106561,Осип,74,281
106562,Инга,87,214
106563,Адам,41,42
106564,Никифор,39,56
106565,Аркадий,37,76
106566,Элла,96,69
106567,Боголюб,58,21
106568,Злата,76,156
106569,Елена,46,61
106570,Виссарион,32,132
106571,Дарья,63,239
106572,Иветта,51,257
106573,Ренольд,87,253
106574,Емельян,39,97
106575,Мирон,68,28
106576,Фая,20,138
106577,Илларион,60,111
106578,Илиан,80,100
106579,Берек,73,133
106580,Аким,91,109
106581,Демьян ,53,105
106582,Фидель,43,103
106583,Мирон,50,145
106584,Никон,80,294
106585,Александра,59,68
106586,Николай,51,170
106587,Эммануил,65,172
106588,Савел,35,196
106589,Валентин,49,72
106590,Джулия,64,136
106591,Петр,47,254
106592,Береслава,28,164
106593,Феликс,40,26
106594,Яна,66,219
106595,Данута,19,146
106596,Эллада,20,146
106597,Дионисия,67,159
106598,Ангел,73,195
106599,Порфирий,88,95
106600,Христина,63,15
106601,Амаяк,75,198
106602,Вилли,86,223
106603,Северин,80,253
106604,Ермолай,66,219
106605,Ерофей,34,55
106606,Эдуард,82,134
106607,Дарина,22,143
106608,Тельман,69,116
106609,Лука,19,258
106610,Христофор,99,259
106611,Сергей,66,154
106612,Эмилия,32,34
106613,Алексей,48,242
106614,Карл,27,236
106615,Матвей,39,101
106616,Ивона,37,266
106617,Иветта,86,128
106618,Казимир,41,115
106619,Харитон,54,39
106620,Арон,51,82
106621,Станислава,46,46
106622,Жанна,84,218
106623,Алико,78,131
106624,Боголюб,66,151
106625,Людвиг,24,276
106626,Глеб,24,34
106627,Ярослава,48,170
106628,Эммануил,25,294
106629,Архелия,91,53
106630,Аскольд,83,98
106631,Эллада,51,125
106632,Франсуаза,62,142
106633,Анфиса,99,297
106634,Иоанна,66,69
106635,Ираида,77,112
106636,Янка,60,126
106637,Андоим,38,77
106638,Гаянэ,66,156
106639,Виктория,65,240
106640,Эльга,95,224
106641,Дмитрий,91,261
106642,Арнольд,79,238
106643,Зигмунд,80,74
106644,Клавдий,75,184
106645,Мариан,28,19
106646,Устин,46,61
106647,Боголюб,100,4
106648,Янита,68,44
106649,Рудольф,18,16
106650,Марк,62,40
106651,Геннадий,34,297
106652,Кондрат,39,217
106653,Диана,56,155
106654,Роберт,85,255
106655,Дмитрий,49,190
106656,Людвиг,95,21
106657,Эсмеральда,29,68
106658,Андоим,33,253
106659,Велизар,22,62
106660,Андрей,43,24
106661,Евграф,97,238
106662,Элин,63,75
106663,Никон,67,74
106664,Раис,90,169
106665,Феликс,44,281
106666,Дайна,67,125
106667,Виргиния,62,45
106668,Руслан,78,45
106669,Леонард,56,216
106670,Александр,43,236
106671,Боян,69,245
106672,Рафаил,65,210
106673,Натан,46,299
106674,Евграф,23,112
106675,Соломон,55,36
106676,Фая,83,260
106677,Станислав,30,90
106678,Изабелла,71,124
106679,Макар,29,258
106680,Осип,86,74
106681,Ирина,73,26
106682,Гурий,40,116
106683,Леонтий,36,109
106684,Измаил,48,253
106685,Доминика,29,86
106686,Эдуард,70,51
106687,Галина,35,233
106688,Арина,23,210
106689,Ролан,83,289
106690,Дана,58,119
106691,"Сильва, Сильвия",80,62
106692,Джульетта,86,191
106693,Доминика,80,63
106694,Бенедикт,33,165
106695,Донатос,34,56
106696,Бернар,59,35
106697,Глеб,22,260
106698,Гелла,92,275
106699,Юстина,28,69
106700,Таис,26,123
106701,Эдита,79,159
106702,Родион,44,296
106703,Александра,20,29
106704,Авдей,58,270
106705,Гелена,86,272
106706,Эрик,58,262
106707,Арнольд,21,163
106708,Ангелина,32,158
106709,Федор,37,15
106710,Клавдий,65,113
106711,Флора,60,33
106712,Христофор,34,179
106713,Бернар,69,12
106714,Адольф,55,241
106715,Амадей,67,180
106716,Олег,54,205
106717,Евстафий,23,171
106718,Ефим,46,24
106719,Василий,83,280
106720,Эрнест,85,208
106721,Джемма,49,3
106722,Израиль,72,117
106723,Амадей,48,153
106724,Амина,50,95
106725,Веселина,18,296
106726,Тереза,78,224
106727,Божена,87,212
106728,Элеонора,73,182
106729,Афанасий,73,113
106730,Моисей,18,291
106731,Олесь,71,161
106732,Алико,68,249
106733,Анастасия,21,134
106734,Бронислава,99,277
106735,Виталий,52,140
106736,"Сильва, Сильвия",63,160
106737,Антон,51,110
106738,Береслава,20,14
106739,Эрика,79,10
106740,Аврора,64,36
106741,Мераб,95,107
106742,Янита,67,156
106743,Гюзель,35,214
106744,Людвиг,87,204
106745,Виталий,50,276
106746,Зиновий,100,160
106747,Таисия,59,272
106748,Ванда,64,125
106749,Витаутас,31,51
106750,Люсьен,33,207
106751,Юнона,37,46
106752,Изольда,66,272
106753,Ева,69,11
106754,Юрий,25,96
106755,Алла,75,33
106756,Венедикт,61,102
106757,Олег,50,68
106758,Цветана,45,206
106759,Рустам,28,100
106760,Лазарь,73,9
106761,Архелия,58,81
106762,Бруно,70,221
106763,Ануфрий ,34,114
106764,Максим,96,96
106765,Фая,23,48
106766,Харитон,33,280
106767,Юрий,49,284
106768,Зигмунд,28,200
106769,Стакрат,38,271
106770,Абрам,19,35
106771,Люсьен,75,248
106772,Автандил,35,167
106773,Оскар,20,282
106774,Фая,59,144
106775,Спартак,24,73
106776,Тамара,19,183
106777,Вилли,41,232
106778,Агата,66,105
106779,Флорентий,31,172
106780,Александра,38,26
106781,Мануил,88,102
106782,Диана,25,7
106783,Парамон,36,184
106784,Агния,100,296
106785,Христос,37,127
106786,Елизавета,62,36
106787,Хильда,23,118
106788,Демид ,37,36
106789,Анфиса,52,266
106790,Клавдий,67,108
106791,Мирослав,70,108
106792,Амадеус,27,48
106793,Амелия (Амалия),21,13
106794,Тибор,27,158
106795,Тигран,36,212
106796,Ева,93,81
106797,Марат,19,275
106798,Веселина,54,216
106799,Христос,40,278
106800,Арон,58,114
106801,Олан,87,261
106802,Милан,63,250
106803,Борислав,37,69
106804,Иоанна,65,230
106805,Альбина,57,227
106806,Леонард,36,293
106807,Аваз,89,40
106808,Бронислава,53,112
106809,Эльвира,85,155
106810,Дорофей,46,210
106811,Клод,69,97
106812,"Арсен, Арсений",43,157
106813,Азиза,70,275
106814,Аникита,80,150
106815,Доминика,32,232
106816,Юлия,83,167
106817,Серафим,96,69
106818,Тит,92,186
106819,Мариан,23,72
106820,Андоим,96,121
106821,Арнольд,18,182
106822,Алиса,78,203
106823,Хильда,24,266
106824,Чеслава,25,230
